token,col_freq,total_freq,MI_1
tirsi,1,1,9.135472998533363
trad,1,1,9.135472998533363
transgress,1,1,9.135472998533363
trite,1,1,9.135472998533363
triumphantly,1,1,9.135472998533363
tweens,1,1,9.135472998533363
unceasin,1,1,9.135472998533363
unconventional,1,1,9.135472998533363
uncreated,1,1,9.135472998533363
unnerworld,1,1,9.135472998533363
unobtainable,1,1,9.135472998533363
upswing,1,1,9.135472998533363
uranus,1,1,9.135472998533363
urbanization,1,1,9.135472998533363
uzic,1,1,9.135472998533363
vegetarianism,1,1,9.135472998533363
virulent,1,1,9.135472998533363
wakings,1,1,9.135472998533363
wamcnn.com,1,1,9.135472998533363
warping,1,1,9.135472998533363
whacking,1,1,9.135472998533363
wholeness,1,1,9.135472998533363
wingmen,1,1,9.135472998533363
xiomara,1,1,9.135472998533363
yorktown,1,1,9.135472998533363
zakan,1,1,9.135472998533363
ziplock,1,1,9.135472998533363
warner,6,8,8.720435499254519
cessation,5,7,8.650046171363122
irradiation,5,7,8.650046171363122
lag,5,7,8.650046171363122
devote,2,3,8.550510497812207
disapproving,2,3,8.550510497812207
dissolve,2,3,8.550510497812207
excursion,2,3,8.550510497812207
hbo,2,3,8.550510497812207
thousandth,2,3,8.550510497812207
touted,2,3,8.550510497812207
whine,2,3,8.550510497812207
wasting,7,11,8.48339630195367
1:1,1,2,8.135472998533363
abs,1,2,8.135472998533363
acutely,1,2,8.135472998533363
airways,1,2,8.135472998533363
allotted,1,2,8.135472998533363
anbar,1,2,8.135472998533363
announcements,1,2,8.135472998533363
avowed,1,2,8.135472998533363
bam,1,2,8.135472998533363
bangs,2,4,8.135472998533363
billiards,1,2,8.135472998533363
bobbed,1,2,8.135472998533363
boniface,1,2,8.135472998533363
bordering,1,2,8.135472998533363
britannica,1,2,8.135472998533363
butlers,1,2,8.135472998533363
chagrin,1,2,8.135472998533363
chairperson,1,2,8.135472998533363
chat,4,8,8.135472998533363
chronically,1,2,8.135472998533363
cleanse,1,2,8.135472998533363
closeness,1,2,8.135472998533363
coaxing,1,2,8.135472998533363
colonized,1,2,8.135472998533363
commie,1,2,8.135472998533363
commonality,1,2,8.135472998533363
compel,1,2,8.135472998533363
concurrent,1,2,8.135472998533363
confederates,1,2,8.135472998533363
confidant,1,2,8.135472998533363
consecrated,1,2,8.135472998533363
constraint,3,6,8.135472998533363
consumes,1,2,8.135472998533363
corroborates,1,2,8.135472998533363
countering,1,2,8.135472998533363
covertly,1,2,8.135472998533363
creole,2,4,8.135472998533363
crisscrossed,1,2,8.135472998533363
cromwell,1,2,8.135472998533363
daiichi,1,2,8.135472998533363
degrade,1,2,8.135472998533363
delves,1,2,8.135472998533363
digest,1,2,8.135472998533363
digitized,1,2,8.135472998533363
dq/dt,1,2,8.135472998533363
dwindling,1,2,8.135472998533363
dysfunctional,1,2,8.135472998533363
e(t,1,2,8.135472998533363
eclectic,1,2,8.135472998533363
ensembles,1,2,8.135472998533363
enthused,1,2,8.135472998533363
eon,1,2,8.135472998533363
evaporate,1,2,8.135472998533363
evie,1,2,8.135472998533363
exempt,1,2,8.135472998533363
exited,1,2,8.135472998533363
fiu,1,2,8.135472998533363
foreboding,1,2,8.135472998533363
forgery,1,2,8.135472998533363
forgetfulness,1,2,8.135472998533363
frankfort,1,2,8.135472998533363
freezes,1,2,8.135472998533363
fronts,1,2,8.135472998533363
fullness,1,2,8.135472998533363
grading,1,2,8.135472998533363
gravely,1,2,8.135472998533363
guang,1,2,8.135472998533363
gwydion,1,2,8.135472998533363
hannibal,1,2,8.135472998533363
hectic,1,2,8.135472998533363
heeded,1,2,8.135472998533363
hith,1,2,8.135472998533363
hmmmm,1,2,8.135472998533363
homology,1,2,8.135472998533363
hydrate,1,2,8.135472998533363
hyperbolic,1,2,8.135472998533363
imagines,1,2,8.135472998533363
inordinate,1,2,8.135472998533363
inspecting,1,2,8.135472998533363
irritably,1,2,8.135472998533363
jazeera,1,2,8.135472998533363
jp,1,2,8.135472998533363
keg,1,2,8.135472998533363
kira,1,2,8.135472998533363
l.j,1,2,8.135472998533363
lafayette,1,2,8.135472998533363
lags,1,2,8.135472998533363
lamented,1,2,8.135472998533363
len,1,2,8.135472998533363
lorencz,1,2,8.135472998533363
lusting,1,2,8.135472998533363
maldi,1,2,8.135472998533363
malevolent,1,2,8.135472998533363
minimalist,1,2,8.135472998533363
mooning,1,2,8.135472998533363
multinational,1,2,8.135472998533363
naively,1,2,8.135472998533363
newsstand,1,2,8.135472998533363
nottingham,1,2,8.135472998533363
nursed,1,2,8.135472998533363
overlaps,1,2,8.135472998533363
pappy,1,2,8.135472998533363
pecking,1,2,8.135472998533363
pleasantries,1,2,8.135472998533363
postdocs,1,2,8.135472998533363
pounced,1,2,8.135472998533363
preferably,1,2,8.135472998533363
prioritizing,1,2,8.135472998533363
pta,1,2,8.135472998533363
pursing,1,2,8.135472998533363
rebuked,1,2,8.135472998533363
reese,1,2,8.135472998533363
responsiveness,1,2,8.135472998533363
restlessness,1,2,8.135472998533363
retriever,1,2,8.135472998533363
ruffled,1,2,8.135472998533363
scowled,1,2,8.135472998533363
sexier,1,2,8.135472998533363
shorten,1,2,8.135472998533363
skulls,1,2,8.135472998533363
skydiving,1,2,8.135472998533363
snippets,1,2,8.135472998533363
southeastern,1,2,8.135472998533363
sped,1,2,8.135472998533363
speedy,1,2,8.135472998533363
starlite,1,2,8.135472998533363
staycation,1,2,8.135472998533363
succession,1,2,8.135472998533363
tetris,1,2,8.135472998533363
texting,1,2,8.135472998533363
tof,1,2,8.135472998533363
transcends,1,2,8.135472998533363
transmitted,1,2,8.135472998533363
triad,1,2,8.135472998533363
twinkled,1,2,8.135472998533363
u(t,1,2,8.135472998533363
vacationing,1,2,8.135472998533363
vehicular,1,2,8.135472998533363
warp,1,2,8.135472998533363
weathered,1,2,8.135472998533363
weirder,1,2,8.135472998533363
wherewithal,1,2,8.135472998533363
wistful,1,2,8.135472998533363
yugoslav,1,2,8.135472998533363
frame,7,16,7.942827920590967
thickness,3,7,7.913080577196915
acclaimed,2,5,7.813544903646001
annexed,2,5,7.813544903646001
clotting,2,5,7.813544903646001
cord,2,5,7.813544903646001
danyael,2,5,7.813544903646001
facade,2,5,7.813544903646001
florist,2,5,7.813544903646001
matrix,2,5,7.813544903646001
predecessor,2,5,7.813544903646001
periods,5,14,7.650046171363122
8:00,1,3,7.5505104978122075
accelerated,1,3,7.5505104978122075
agony,1,3,7.5505104978122075
angola,1,3,7.5505104978122075
babysitting,1,3,7.5505104978122075
bargained,1,3,7.5505104978122075
bathing,1,3,7.5505104978122075
bieber,1,3,7.5505104978122075
biggie,1,3,7.5505104978122075
blades,1,3,7.5505104978122075
cain,1,3,7.5505104978122075
cheat,1,3,7.5505104978122075
chemists,1,3,7.5505104978122075
clans,1,3,7.5505104978122075
cleaner,1,3,7.5505104978122075
coldly,1,3,7.5505104978122075
colour,1,3,7.5505104978122075
complains,1,3,7.5505104978122075
concedes,1,3,7.5505104978122075
concentrating,1,3,7.5505104978122075
constable,1,3,7.5505104978122075
coolest,1,3,7.5505104978122075
cooperated,1,3,7.5505104978122075
cordial,1,3,7.5505104978122075
cougars,1,3,7.5505104978122075
cpac,1,3,7.5505104978122075
creep,1,3,7.5505104978122075
cubs,1,3,7.5505104978122075
dilution,1,3,7.5505104978122075
directorate,1,3,7.5505104978122075
disadvantages,1,3,7.5505104978122075
dispel,1,3,7.5505104978122075
dope,2,6,7.5505104978122075
dq,1,3,7.5505104978122075
drones,1,3,7.5505104978122075
eagle,3,9,7.5505104978122075
enhancement,1,3,7.5505104978122075
episodes,2,6,7.5505104978122075
expeditions,1,3,7.5505104978122075
fdr,1,3,7.5505104978122075
filmed,1,3,7.5505104978122075
fin,1,3,7.5505104978122075
fluffy,1,3,7.5505104978122075
fractions,1,3,7.5505104978122075
freeing,1,3,7.5505104978122075
gaffe,1,3,7.5505104978122075
gases,1,3,7.5505104978122075
gatherings,1,3,7.5505104978122075
gbor,1,3,7.5505104978122075
giver,1,3,7.5505104978122075
gm,1,3,7.5505104978122075
goddamned,1,3,7.5505104978122075
goofing,1,3,7.5505104978122075
grammars,1,3,7.5505104978122075
grammatical,1,3,7.5505104978122075
greetings,2,6,7.5505104978122075
guesses,1,3,7.5505104978122075
habitually,1,3,7.5505104978122075
hannity,1,3,7.5505104978122075
harpsichord,1,3,7.5505104978122075
henson,1,3,7.5505104978122075
homies,1,3,7.5505104978122075
honking,1,3,7.5505104978122075
horrific,1,3,7.5505104978122075
horseback,1,3,7.5505104978122075
hotter,1,3,7.5505104978122075
hundredth,2,6,7.5505104978122075
icons,1,3,7.5505104978122075
immunosuppressive,1,3,7.5505104978122075
ivanka,1,3,7.5505104978122075
jermaine,1,3,7.5505104978122075
justifying,1,3,7.5505104978122075
kidney,1,3,7.5505104978122075
knocks,1,3,7.5505104978122075
labour,1,3,7.5505104978122075
lefty,1,3,7.5505104978122075
lev,1,3,7.5505104978122075
lhe,1,3,7.5505104978122075
licking,1,3,7.5505104978122075
lynette,1,3,7.5505104978122075
machinist,1,3,7.5505104978122075
maggie,1,3,7.5505104978122075
mantra,1,3,7.5505104978122075
metaphors,1,3,7.5505104978122075
meth,1,3,7.5505104978122075
nonviolent,1,3,7.5505104978122075
notation,1,3,7.5505104978122075
orie,1,3,7.5505104978122075
peeked,1,3,7.5505104978122075
philosophers,1,3,7.5505104978122075
pkwy,1,3,7.5505104978122075
plaque,1,3,7.5505104978122075
polymerization,4,12,7.5505104978122075
queries,1,3,7.5505104978122075
reactants,1,3,7.5505104978122075
recipient,1,3,7.5505104978122075
reinforcing,1,3,7.5505104978122075
retaining,1,3,7.5505104978122075
rethink,1,3,7.5505104978122075
reverence,1,3,7.5505104978122075
ridenour,1,3,7.5505104978122075
rituals,1,3,7.5505104978122075
rojas,1,3,7.5505104978122075
rutilated,1,3,7.5505104978122075
saves,2,6,7.5505104978122075
schumachers,1,3,7.5505104978122075
sidereal,2,6,7.5505104978122075
slips,1,3,7.5505104978122075
sly,1,3,7.5505104978122075
southbound,1,3,7.5505104978122075
sparrow,1,3,7.5505104978122075
spectrometry,1,3,7.5505104978122075
spines,1,3,7.5505104978122075
spits,1,3,7.5505104978122075
steamroller,1,3,7.5505104978122075
stinking,1,3,7.5505104978122075
strode,1,3,7.5505104978122075
stump,2,6,7.5505104978122075
subpoena,1,3,7.5505104978122075
surfaced,1,3,7.5505104978122075
swinging,1,3,7.5505104978122075
tay,1,3,7.5505104978122075
theatrics,1,3,7.5505104978122075
timed,1,3,7.5505104978122075
tm,1,3,7.5505104978122075
transmitting,1,3,7.5505104978122075
tx,2,6,7.5505104978122075
uber,1,3,7.5505104978122075
unanticipated,1,3,7.5505104978122075
underweight,1,3,7.5505104978122075
weirdly,1,3,7.5505104978122075
westcott,1,3,7.5505104978122075
wolverine,1,3,7.5505104978122075
civility,2,7,7.328118076475759
competed,2,7,7.328118076475759
develops,2,7,7.328118076475759
hanukah,2,7,7.328118076475759
scarce,2,7,7.328118076475759
sow,2,7,7.328118076475759
spent,34,122,7.292198502220817
consuming,3,11,7.261003880617222
12th,1,4,7.135472998533364
9:00,1,4,7.135472998533364
adulthood,1,4,7.135472998533364
aidan,1,4,7.135472998533364
alteration,1,4,7.135472998533364
amazed,1,4,7.135472998533364
anemia,1,4,7.135472998533364
au,1,4,7.135472998533364
barbecue,1,4,7.135472998533364
bestseller,2,8,7.135472998533364
bo,1,4,7.135472998533364
bono,1,4,7.135472998533364
bounced,1,4,7.135472998533364
burdens,1,4,7.135472998533364
clamp,1,4,7.135472998533364
clara,1,4,7.135472998533364
colmes,1,4,7.135472998533364
commendable,1,4,7.135472998533364
conquest,1,4,7.135472998533364
continental,2,8,7.135472998533364
contingency,1,4,7.135472998533364
crunch,1,4,7.135472998533364
decorations,1,4,7.135472998533364
deidra,1,4,7.135472998533364
delenn,2,8,7.135472998533364
dewey,1,4,7.135472998533364
dinosaur,1,4,7.135472998533364
disbelief,1,4,7.135472998533364
doomed,1,4,7.135472998533364
downed,1,4,7.135472998533364
drumming,1,4,7.135472998533364
emt,1,4,7.135472998533364
fades,1,4,7.135472998533364
fella,1,4,7.135472998533364
fifties,1,4,7.135472998533364
frown,1,4,7.135472998533364
gaby,2,8,7.135472998533364
gob,1,4,7.135472998533364
greenhouse,1,4,7.135472998533364
gruesome,1,4,7.135472998533364
heaps,1,4,7.135472998533364
hesitant,1,4,7.135472998533364
horizontal,2,8,7.135472998533364
incarcerated,1,4,7.135472998533364
inquired,1,4,7.135472998533364
insisting,1,4,7.135472998533364
intensely,1,4,7.135472998533364
introductions,1,4,7.135472998533364
irritating,1,4,7.135472998533364
javier,1,4,7.135472998533364
jihad,1,4,7.135472998533364
jupiter,1,4,7.135472998533364
liars,2,8,7.135472998533364
logged,1,4,7.135472998533364
longevity,2,8,7.135472998533364
lunitidal,1,4,7.135472998533364
magistrate,1,4,7.135472998533364
malls,1,4,7.135472998533364
messes,1,4,7.135472998533364
millionaires,1,4,7.135472998533364
mingle,1,4,7.135472998533364
msnbc,2,8,7.135472998533364
mvp,1,4,7.135472998533364
n22,1,4,7.135472998533364
narra,1,4,7.135472998533364
notify,1,4,7.135472998533364
obeyed,1,4,7.135472998533364
observatory,1,4,7.135472998533364
optimum,1,4,7.135472998533364
pagans,2,8,7.135472998533364
paranoid,1,4,7.135472998533364
phobia,1,4,7.135472998533364
picturing,1,4,7.135472998533364
placement,1,4,7.135472998533364
principals,1,4,7.135472998533364
protective,1,4,7.135472998533364
quiche,1,4,7.135472998533364
reap,1,4,7.135472998533364
rehearse,1,4,7.135472998533364
rein,1,4,7.135472998533364
renew,1,4,7.135472998533364
resignation,1,4,7.135472998533364
robbing,1,4,7.135472998533364
royale,1,4,7.135472998533364
sensibility,1,4,7.135472998533364
shadowed,1,4,7.135472998533364
soared,1,4,7.135472998533364
stamina,1,4,7.135472998533364
stamps,1,4,7.135472998533364
succeeding,1,4,7.135472998533364
thunderball,1,4,7.135472998533364
totals,1,4,7.135472998533364
tumblr,1,4,7.135472998533364
tweaking,1,4,7.135472998533364
uppsala,1,4,7.135472998533364
warehouse,1,4,7.135472998533364
wetland,1,4,7.135472998533364
whispering,1,4,7.135472998533364
wisely,1,4,7.135472998533364
yawn,1,4,7.135472998533364
yer,1,4,7.135472998533364
spend,26,111,7.04149685032435
yen,3,13,7.019995781113427
caring,2,9,6.965547997091051
o'reilly,2,9,6.965547997091051
hayden,3,14,6.913080577196915
28th,1,5,6.813544903646001
5a,2,10,6.813544903646001
acquisition,1,5,6.813544903646001
addict,1,5,6.813544903646001
adjust,1,5,6.813544903646001
adversaries,1,5,6.813544903646001
agrees,1,5,6.813544903646001
ahem,1,5,6.813544903646001
approximate,1,5,6.813544903646001
arch,1,5,6.813544903646001
archaic,1,5,6.813544903646001
ashe,1,5,6.813544903646001
attentions,1,5,6.813544903646001
axis,3,15,6.813544903646001
connor,1,5,6.813544903646001
contractor,1,5,6.813544903646001
crawled,1,5,6.813544903646001
darts,1,5,6.813544903646001
detachment,1,5,6.813544903646001
documentation,1,5,6.813544903646001
dolls,1,5,6.813544903646001
dranth,1,5,6.813544903646001
duration,2,10,6.813544903646001
ecstasy,1,5,6.813544903646001
embargo,1,5,6.813544903646001
embracing,1,5,6.813544903646001
erupt,1,5,6.813544903646001
exercising,1,5,6.813544903646001
exposing,1,5,6.813544903646001
fairness,1,5,6.813544903646001
flacco,1,5,6.813544903646001
flaws,1,5,6.813544903646001
follower,1,5,6.813544903646001
geological,2,10,6.813544903646001
geothermal,1,5,6.813544903646001
grabs,1,5,6.813544903646001
grinning,1,5,6.813544903646001
halls,1,5,6.813544903646001
hesitation,1,5,6.813544903646001
homeschooling,1,5,6.813544903646001
humphrey,1,5,6.813544903646001
hypocritical,1,5,6.813544903646001
incantation,1,5,6.813544903646001
irritated,1,5,6.813544903646001
irritation,1,5,6.813544903646001
kimball,1,5,6.813544903646001
kyoto,1,5,6.813544903646001
leisure,1,5,6.813544903646001
louder,1,5,6.813544903646001
lull,1,5,6.813544903646001
lump,1,5,6.813544903646001
lust,1,5,6.813544903646001
makeshift,1,5,6.813544903646001
misses,1,5,6.813544903646001
mocked,1,5,6.813544903646001
mondays,1,5,6.813544903646001
noun,1,5,6.813544903646001
outspoken,1,5,6.813544903646001
p.s,1,5,6.813544903646001
patches,1,5,6.813544903646001
peaks,1,5,6.813544903646001
peg,1,5,6.813544903646001
pinnacle,1,5,6.813544903646001
precincts,1,5,6.813544903646001
proudhon,1,5,6.813544903646001
puppets,1,5,6.813544903646001
recruits,1,5,6.813544903646001
retail,1,5,6.813544903646001
sacks,1,5,6.813544903646001
satter,1,5,6.813544903646001
seismic,1,5,6.813544903646001
shitty,1,5,6.813544903646001
spins,1,5,6.813544903646001
splits,1,5,6.813544903646001
stamped,1,5,6.813544903646001
statute,1,5,6.813544903646001
sthpear,1,5,6.813544903646001
tended,2,10,6.813544903646001
tracing,1,5,6.813544903646001
tricky,1,5,6.813544903646001
ubiquitous,1,5,6.813544903646001
undertaking,1,5,6.813544903646001
unreliable,1,5,6.813544903646001
vying,1,5,6.813544903646001
waste,11,58,6.736923622043088
dependent,3,16,6.72043549925452
zones,3,16,6.72043549925452
counts,2,11,6.676041379896066
harvest,2,11,6.676041379896066
laser,2,11,6.676041379896066
lopez,2,11,6.676041379896066
payne,2,11,6.676041379896066
polymerized,2,11,6.676041379896066
processed,2,11,6.676041379896066
qth,4,22,6.676041379896066
soothing,2,11,6.676041379896066
curing,8,45,6.643619902203689
scales,4,23,6.6119110424763505
1michelle,3,18,6.5505104978122075
allocation,1,6,6.5505104978122075
ante,1,6,6.5505104978122075
assisted,2,12,6.5505104978122075
astronomy,1,6,6.5505104978122075
awfully,1,6,6.5505104978122075
bedtime,1,6,6.5505104978122075
calmly,1,6,6.5505104978122075
cheekbones,1,6,6.5505104978122075
chores,1,6,6.5505104978122075
cnare,1,6,6.5505104978122075
corollary,1,6,6.5505104978122075
counselors,1,6,6.5505104978122075
danced,1,6,6.5505104978122075
decoration,1,6,6.5505104978122075
digs,1,6,6.5505104978122075
distraction,1,6,6.5505104978122075
distribute,1,6,6.5505104978122075
doses,1,6,6.5505104978122075
dye,1,6,6.5505104978122075
educating,1,6,6.5505104978122075
employing,1,6,6.5505104978122075
enhancing,1,6,6.5505104978122075
enraged,1,6,6.5505104978122075
flirting,1,6,6.5505104978122075
floricic,1,6,6.5505104978122075
gambit,1,6,6.5505104978122075
gestation,1,6,6.5505104978122075
goodies,1,6,6.5505104978122075
guiding,1,6,6.5505104978122075
han,1,6,6.5505104978122075
integrated,1,6,6.5505104978122075
interacting,1,6,6.5505104978122075
interface,1,6,6.5505104978122075
lest,1,6,6.5505104978122075
mentor,1,6,6.5505104978122075
microhardness,2,12,6.5505104978122075
miller@2,3,18,6.5505104978122075
mixing,1,6,6.5505104978122075
mosquito,1,6,6.5505104978122075
n12,1,6,6.5505104978122075
northwestern,1,6,6.5505104978122075
orson,1,6,6.5505104978122075
pal,1,6,6.5505104978122075
perimeter,1,6,6.5505104978122075
poole,1,6,6.5505104978122075
postoperative,1,6,6.5505104978122075
prolonged,1,6,6.5505104978122075
realizing,2,12,6.5505104978122075
receives,1,6,6.5505104978122075
reckoning,1,6,6.5505104978122075
remedy,1,6,6.5505104978122075
revived,1,6,6.5505104978122075
rival,1,6,6.5505104978122075
routes,1,6,6.5505104978122075
savior,1,6,6.5505104978122075
scrape,1,6,6.5505104978122075
shrinking,1,6,6.5505104978122075
shu't,1,6,6.5505104978122075
slot,1,6,6.5505104978122075
sonata,1,6,6.5505104978122075
spill,1,6,6.5505104978122075
spilling,1,6,6.5505104978122075
steadman,1,6,6.5505104978122075
stressful,2,12,6.5505104978122075
tee,1,6,6.5505104978122075
ticking,1,6,6.5505104978122075
torah,1,6,6.5505104978122075
tunes,1,6,6.5505104978122075
underestimated,1,6,6.5505104978122075
unfinished,1,6,6.5505104978122075
untrue,2,12,6.5505104978122075
vanity,1,6,6.5505104978122075
vials,1,6,6.5505104978122075
voyage,1,6,6.5505104978122075
workforce,1,6,6.5505104978122075
wrinkle,1,6,6.5505104978122075
wrinkles,1,6,6.5505104978122075
amen,2,13,6.435033280392271
apps,2,13,6.435033280392271
clock,4,26,6.435033280392271
dependence,2,13,6.435033280392271
possession,2,13,6.435033280392271
wasted,2,13,6.435033280392271
13th,1,7,6.328118076475759
accepts,1,7,6.328118076475759
adequate,2,14,6.328118076475759
admin,2,14,6.328118076475759
alternate,1,7,6.328118076475759
barges,1,7,6.328118076475759
billie,1,7,6.328118076475759
blofeld,1,7,6.328118076475759
blurted,1,7,6.328118076475759
brakes,1,7,6.328118076475759
bret,1,7,6.328118076475759
bridal,1,7,6.328118076475759
buyers,1,7,6.328118076475759
cautionary,1,7,6.328118076475759
chuy,3,21,6.328118076475759
circular,1,7,6.328118076475759
codes,2,14,6.328118076475759
coefficients,1,7,6.328118076475759
committees,1,7,6.328118076475759
contemplate,1,7,6.328118076475759
dewitt,1,7,6.328118076475759
disciple,1,7,6.328118076475759
disposable,1,7,6.328118076475759
dreamed,1,7,6.328118076475759
editing,1,7,6.328118076475759
embassies,1,7,6.328118076475759
encouragement,1,7,6.328118076475759
flipped,1,7,6.328118076475759
germ,1,7,6.328118076475759
glance,3,21,6.328118076475759
greeks,1,7,6.328118076475759
hips,1,7,6.328118076475759
hosting,1,7,6.328118076475759
hugh,1,7,6.328118076475759
hyde,1,7,6.328118076475759
implicated,1,7,6.328118076475759
